title,just_watch_full_path,type,imdb_score,imdb_id,streaming_source,streaming_link,poster_url,youtube_link_ids,cast,rating,genres,runtime,director,synopsis
Carter,/sg/movie/carter,MOVIE,5.1,tt21237030,Netflix,http://www.netflix.com/title/81399639,/poster/296943965/{profile}/carter.{format},"['ulPHag30btQ', 'vIQufUj8pFw', 'p0nbdTaNMhc']","[['Joo Won', 'Carter'], ['Lee Sung-jae', 'Kim Jong-hyeok'], ['Jeong So-ri', 'Han Jung-hee'], ['Kim Bo-min', 'Ha-na'], ['Camilla Belle', 'Agnes'], ['Mike Colter', 'Smith'], ['Jung Jae-young', 'Dr. Jung Byeong-ho'], ['Jung Hae-kyun', 'Director Kim'], ['Yeo Dae-hyun', 'Ri Cheol-ju'], ['Gina Theresa Williamson', 'CNN Reporter'], ['Byeon Seo-yoon', 'Taekwondo teacher'], ['Maurice Turner Jr.', 'Shaved head man'], ['Andreas Fronk', 'CIA Agent'], ['Wang Jong-myung', 'News anchor']]",67%  5.1 (4k),"Mystery & Thriller , Action & Adventure",2h 12min,Jung Byung-gil,"Carter, who awakens two months into a deadly pandemic originating from the DMZ that has already devastated US and North Korea. He who has no recollections of his past finds a mysterious device in his head, and a lethal bomb in his mouth. A voice in his ears gives him orders to avoid getting killed and he's thrown into a mysterious operation while the CIA and North Korean coup chase him close."
Yakamoz S-245,/sg/tv-show/yakamoz-s-245,SHOW,6.1,tt13323514,Netflix,http://www.netflix.com/title/81281008,/poster/272183841/{profile}/yakamoz-s-245.{format},['RMd8n6pUokE'],"[['Kıvanç Tatlıtuğ', 'Arman'], ['Özge Özpirinçci', 'Defne'], ['Ertan Saban', 'Umut'], ['Meriç Aral', 'Hatice'], ['Jerry Hoffmann', 'Felix'], ['Ece Çeşmioğlu', 'Yonca'], ['Ecem Uzun', 'Rana'], ['Ersin Arıcı', 'Altan'], ['Alper Saldıran', 'Server']]",73%  6.1 (5k),"Science-Fiction , Action & Adventure , Drama , Mystery & Thriller",48min,,"After disaster strikes the Earth, a marine biologist on a research mission in a submarine must fight to advance the process into a conspiracy."
Interstellar,/sg/movie/interstellar,MOVIE,8.6,tt0816692,Netflix,http://www.netflix.com/title/70305903,/poster/449990/{profile}/interstellar.{format},"['zSWdZVtXT7E', '0vxOhd4qlnA', 'Lm8p5rlrSkY', '2LqzF5WauAw']","[['Matthew McConaughey', ""Joseph 'Coop' Cooper""], ['Anne Hathaway', 'Dr. Amelia Brand'], ['Jessica Chastain', ""Murphy 'Murph' Cooper""], ['Ellen Burstyn', 'Old Murph Cooper'], ['John Lithgow', 'Donald'], ['Michael Caine', 'Professor John Brand'], ['Casey Affleck', 'Tom Cooper'], ['Wes Bentley', 'Dr. Doyle'], ['Bill Irwin', 'TARS (voice)'], ['Mackenzie Foy', 'Young Murph Cooper'], ['Topher Grace', 'Getty'], ['David Gyasi', 'Dr. Romilly'], ['Timothée Chalamet', 'Young Tom Cooper'], ['Matt Damon', 'Dr. Mann'], ['David Oyelowo', 'Principal'], ['William Devane', 'NASA Board Member'], ['Josh Stewart', 'CASE (voice)'], ['Collette Wolfe', 'Ms. Kelly'], ['Leah Cairns', 'Lois Cooper'], ['Russ Fega', 'Crew Chief'], ['Lena Georgas', 'Nurse Practitioner'], ['Jeff Hephner', 'Doctor'], ['Elyes Gabel', 'Administrator'], ['Brooke Smith', 'Nurse'], ['Liam Dickinson', 'Coop'], ['Francis X. McCarthy', 'Boots'], ['Andrew Borba', 'Smith'], ['Flora Nolan', 'Girl on Truck'], ['William Patrick Brown', 'NASA Employee (uncredited)'], ['Kristian Van der Heyden', 'Scientist (uncredited)'], ['Joseph Oliveira', 'Astronaut (uncredited)'], ['Ryan Irving', 'Popcorn Seller (uncredited)'], ['Alexander Michael Helisek', 'Construction Boss (uncredited)'], ['Benjamin Hardy', 'NASA Scientist (uncredited)'], ['Griffen Fraser', 'Boy on Truck']]",94%  8.6 (1m),"Science-Fiction , Mystery & Thriller , Drama",2h 49min,Christopher Nolan,Interstellar chronicles the adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.
2gether: The Series,/sg/tv-show/2gether-the-series,SHOW,7.7,tt12897880,Netflix,http://www.netflix.com/title/81351427,/poster/194546223/{profile}/2gether-the-series.{format},"['ATzhEdfss10', 'nUevxwr9gFM', '6OQl08Weel4', 'leevExpA8ec']","[['Win Metawin Opas-iamkajorn', 'Tine Teepakorn'], ['Bright Vachirawit Chivaaree', 'Sarawat Guntithanon'], ['Chinnarat Siriphongchawalit', 'Man'], ['Jirakit Kuariyakul', 'Type'], ['Drake Sattabut Laedeke', 'Mil'], ['Thanatsaran Samthonglai', 'Phukong'], ['Sivakorn Lertchoochot', 'Dim'], ['Khaotung Thanawat Ratanakitpaisan', 'Fong'], ['Pluem Pongpisal', 'Peuk'], ['JJ : Chayakorn Jutamas', 'Ohm'], ['Chanagun Arpornsutinan', 'Boss'], ['Phakjira Kanrattanasoot', 'Fang'], ['Chalongrat Novsamrong', 'Chat']]",83%  7.7 (3k),"Drama , Comedy , Romance",46min,Champ Weerachit Thongjila,"A student named Tine wants to get rid of a gay admirer. His friends recommend getting a pretend boyfriend – Sarawat. But Sarawat plays hard to get, until he finally agrees. The two become close and intense emotions soon erupt. Are they just pretending or already have feelings for each other?"
Mission: Impossible,/sg/movie/mission-impossible,MOVIE,7.1,tt0117060,Netflix,http://www.netflix.com/title/765912,/poster/145774110/{profile}/mission-impossible.{format},['SJ5ntmoPrEw'],"[['Tom Cruise', 'Ethan Hunt'], ['Jon Voight', 'Jim Phelps'], ['Henry Czerny', 'Eugene Kittridge'], ['Emmanuelle Béart', 'Claire Phelps'], ['Ving Rhames', 'Luther Stickell'], ['Kristin Scott Thomas', 'Sarah Davies'], ['Vanessa Redgrave', 'Max Mitsopolis'], ['Jean Reno', 'Franz Krieger'], ['Emilio Estevez', 'Jack Harmon (uncredited)'], ['Ingeborga Dapkūnaitė', 'Hannah Williams'], ['Rolf Saxon', 'CIA Analyst William Donloe'], ['Marcel Iureș', 'Alexander Golitsyn'], ['Karel Dobrý', 'Matthias'], ['Andreas Wisniewski', ""Max's Companion""], ['Annabel Mullion', 'Flight Attendant'], ['Olegar Fedoro', 'Kiev Agent'], ['Morgan Deare', 'Donald Hunt'], ['Valentina Yakunina', 'Drunken Female IMF Agent'], ['Marek Vašut', 'Drunken Male IMF Agent'], ['Nathan Osgood', 'Kittridge Technician'], ['John McLaughlin', 'TV Interviewer'], ['David Shaeffer', 'Diplomat Rand Housman'], ['Rudolf Pechan', 'Mayor Brandl'], ['Gaston Šubert', 'Jaroslav Reid'], ['Ricco Ross', 'Denied Area Security Guard'], ['Mark Houghton', 'Denied Area Security Guard'], ['Bob Friend', 'Sky News Man'], ['Garrick Hagon', 'CNN Reporter'], ['Jiřina Třebická', 'Cleaning Woman'], ['Andrzej Borkowski', 'Kiev Room Agent'], ['Maya Dokic', 'Kiev Room Agent'], ['Sam Douglas', 'Kiev Room Agent'], ['Carmela Marner', 'Kiev Room Agent'], ['Mimi Potworowska', 'Kiev Room Agent'], ['David Schneider', 'Train Engineer'], ['Helen Lindsay', 'Female Executive in Train'], ['Pat Starr', 'CIA Agent'], ['Richard D. Sharp', 'CIA Lobby Guard'], ['Randall Paul', 'CIA Escort Guard'], ['Sue Doucette', 'CIA Agent'], ['Graydon Gould', 'Public Official'], ['Tony Vogel', 'MI5 Agent'], ['Michael Rogers', 'Large man'], ['Laura Brook', 'Margaret Hunt'], ['David Phelan', 'Steward on Train'], ['Melissa Knatchbull', 'Air Stewardess'], ['Ion Caramitru', 'Zozimov'], ['Dale Dye', 'Frank Barnes'], ['Keith Campbell', 'Fireman (uncredited)'], ['Michael Cella', 'Student (uncredited)'], ['Harry Fielder', 'Car Driver (uncredited)'], ['Toby Hinson', 'Man on Plane (uncredited)'], ['John Knoll', 'Passenger on Train in Tunnel (uncredited)'], ['Paul Markham', 'Train Gaurd (uncredited)']]",78%  7.1 (422k),"Mystery & Thriller , Action & Adventure",1h 50min,Brian De Palma,"When Ethan Hunt, the leader of a crack espionage team whose perilous operation has gone awry with no explanation, discovers that a mole has penetrated the CIA, he's surprised to learn that he's the No. 1 suspect. To clear his name, Hunt now must ferret out the real double agent and, in the process, even the score."
I Just Killed My Dad,/sg/tv-show/i-just-killed-my-dad,SHOW,6.9,tt21315194,Netflix,http://www.netflix.com/title/81290894,/poster/293967133/{profile}/i-just-killed-my-dad.{format},[],[],86%  6.9 (1k),"Documentary , Crime",41min,Skye Borgman,"Anthony Templet shot his father and never denied it. But why he did it is a complex question with profound implications. Explore Anthony's psyche prior to the events of June 3, 2019 and the journey of his mental and emotional aftermath."
John Wick: Chapter 2,/sg/movie/john-wick-chapter-2,MOVIE,7.4,tt4425200,Netflix,http://www.netflix.com/title/80131552,/poster/188066692/{profile}/john-wick-chapter-2.{format},"['XGk2EfbD_Ps', 'ChpLV9AMqm4', 'LZrX9mffH8Y', 'Sx1Qm3gavRg']","[['Keanu Reeves', 'John Wick'], ['Common', 'Cassian'], ['Laurence Fishburne', 'Bowery King'], ['Ian McShane', 'Winston'], ['Riccardo Scamarcio', ""Santino D'Antonio""], ['Franco Nero', 'Julius'], ['John Leguizamo', 'Aurelio'], ['Ruby Rose', 'Ares'], ['Lance Reddick', 'Charon'], ['Peter Stormare', 'Abram Tarasov'], ['Bridget Moynahan', 'Helen Wick'], ['Claudia Gerini', ""Gianna D'Antonio""], ['Wass Stevens', 'Consiglieri'], ['Tobias Segal', 'Earl'], ['Thomas Sadoski', 'Jimmy'], ['Erik Frandsen', 'Numismatic'], ['David Patrick Kelly', 'Charlie'], ['Perry Yung', 'Dr. Randall'], ['Youma Diakite', 'Lucia'], ['Peter Serafinowicz', 'Sommelier'], ['Luca Mosca', 'Italian Tailor'], ['Midori Nakamura', 'Seamstress'], ['Mario Donatone', 'Cardinal'], ['Giorgio Carminati', 'Priest'], ['Elli', 'Pawnbroker'], ['Thaddeus Daniels', 'Nigerian Man'], ['Margaret Daly', 'The Operator'], ['Christine Hollingsworth', 'Bartender'], ['Ciscandra Nostalghia', 'Concert Singer'], ['Chukwudi Iwuji', 'Mr. Akoni'], ['Vadim Kroll', 'Cheslav'], ['Simone Spinazzè', 'Cartographer'], ['Chris LaPanta', ""Earl's Guard #1""], ['Guyviaud Joseph', ""Earl's Guard #2""], ['Diane Gooch', 'Waitress'], ['Alisa Ermolaev', 'Switchboard Operator #1'], ['Kelly Rae LeGault', 'Switchboard Operator #2'], ['Joan Smalls', 'Continental Female Assassin'], ['Basil Iwanyk Sr.', 'Creepy Homeless Man'], ['Airon Armstrong', 'Ares Team #1 (uncredited)'], ['Nico Toffoli', 'Brian Blackman (uncredited)'], ['Aaron Cohen', 'Hitman (uncredited)'], ['Aly Mang', ""Winston's Personal Assistant (uncredited)""], ['Nora Sommerkamp', 'Hotel Guest - Assassin (uncredited)'], ['Marmee Regine Cosico', 'ND Chinatown Pedestrian (uncredited)'], ['Nancy Cejari', 'Business Woman (uncredited)'], ['Kitty Crystal', 'Switch Board Operator (uncredited)'], ['Jennifer Dong', 'Cocktail Waitress (uncredited)'], ['Sidney Beitz', 'Bartender (uncredited)'], ['Mark Vincent', ""Winston's Guard (uncredited)""], ['Justin L. Wilson', 'Special Ops Assassin (uncredited)'], ['Shade Rupe', 'Opera Attendee (uncredited)'], ['Heidi Moneymaker', 'Assassin (uncredited)'], ['Angel Pai', 'Assassin (uncredited)'], ['Johnny Otto', 'Assassin (uncredited)'], ['Nobuya Shimamoto', 'Assassin (uncredited)'], ['Oleg Prudius', 'Russian Assassin (uncredited)'], ['Alex Ziwak', 'Russian Gunman (uncredited)'], [""Ottaviano Dell'Acqua"", ""Gianna's Bodyguard (uncredited)""], ['Tim Connolly', 'Ares Team #2 (uncredited)'], ['Kenny Sheard', 'Ares Team #3 (uncredited)'], ['Stephen Dunlevy', 'Ares Team #4 (uncredited)'], ['Niko Nedyalkov', 'Metro Assassin #1 (uncredited)'], ['Bill Walters', 'Homeless Man in Chinatown (uncredited)']]",82%  7.4 (422k),"Action & Adventure , Mystery & Thriller , Crime",2h 3min,Chad Stahelski,"John Wick is forced out of retirement by a former associate looking to seize control of a shadowy international assassins’ guild. Bound by a blood oath to aid him, Wick travels to Rome and does battle against some of the world’s most dangerous killers."
The Godfather,/sg/movie/the-godfather,MOVIE,9.2,tt0068646,Netflix,http://www.netflix.com/title/60011152,/poster/8698860/{profile}/the-godfather.{format},"['sY1S34973zA', 'UaVTIH8mujA', 'dNE2PvbesQU', '5DO-nDW43Ik']","[['Marlon Brando', 'Don Vito Corleone'], ['Al Pacino', 'Don Michael Corleone'], ['James Caan', ""Santino 'Sonny' Corleone""], ['Robert Duvall', 'Tom Hagen'], ['Richard S. Castellano', 'Pete Clemenza'], ['Diane Keaton', 'Kay Adams'], ['Talia Shire', ""Constanzia 'Connie' Corleone-Rizzi""], ['Gianni Russo', 'Carlo Rizzi'], ['Sterling Hayden', 'Capt. Mark McCluskey'], ['Al Lettieri', ""Virgil 'The Turk' Sollozzo""], ['Abe Vigoda', ""Salvatore 'Sal' Tessio""], ['John Cazale', ""Frederico 'Fredo' Corleone""], ['Richard Conte', 'Don Emilio Barzini'], ['John Marley', 'Jack Woltz'], ['Rudy Bond', 'Carmine Cuneo'], ['Al Martino', 'Johnny Fontane'], ['Morgana King', ""Carmela 'Mama' Corleone""], ['Lenny Montana', 'Luca Brasi'], ['John Martino', 'Paulie Gatto'], ['Alex Rocco', 'Moe Greene'], ['Salvatore Corsitto', 'Amerigo Bonasera'], ['Tony Giorgio', 'Bruno Tattaglia'], ['Victor Rendina', 'Philip Tattaglia'], ['Simonetta Stefanelli', 'Apollonia Vitelli-Corleone'], ['Saro Urzì', 'Mr. Vitelli'], ['Sofia Coppola', 'Michael Francis Rizzi'], ['Louis Guss', 'Don Zaluchi'], ['Richard Bright', 'Neri'], ['Vito Scotti', 'Nazorine'], ['Tere Livrano', 'Theresa Hagen'], ['Julie Gregg', ""Sandrinella 'Sandra' Corleone""], ['Angelo Infanti', 'Fabrizio'], ['Corrado Gaipa', 'Don Tommasino'], ['Franco Citti', 'Calò'], ['Gabriele Torrei', 'Enzo the Baker (uncredited)'], ['Tony King', 'Tony the Stablehand (uncredited)'], ['Max Brandt', 'Extra in Furniture-Moving Scene (uncredited)'], ['Carmine Coppola', 'Piano Player in Montage (uncredited)'], ['Roman Coppola', 'Boy on Street Who Attended Funeral (uncredited)'], ['Don Costello', 'Don Victor Stracci (uncredited)'], ['Robert Dahdah', 'Crowd (uncredited)'], ['Gray Frederickson', ""Cowboy on the Set at Woltz's Studio (uncredited)""], ['Ron Gilbert', 'Usher in Bridal Party (uncredited)'], ['Sonny Grosso', 'Cop Outside Hospital (uncredited)'], ['Joe Lo Grippo', ""Sonny's Bodyguard (uncredited)""], ['Randy Jurgensen', ""Sonny's Killer #1 (uncredited)""], ['Tony Lip', 'Wedding Guest (uncredited)'], ['Lou Martini Jr.', 'Boy at Wedding (uncredited)'], ['Raymond Martino', 'Corleone Family Member (uncredited)'], ['Joseph Medaglia', 'Priest at Baptism (uncredited)'], ['Rick Petrucelli', 'Man in Passenger Seat (uncredited)'], ['Sal Richards', 'Drunk (uncredited)'], ['Tom Rosqui', 'Rocco Lampone (uncredited)'], ['Frank Sivero', 'Street Extra (uncredited)'], ['Filomena Spagnuolo', 'Extra in Wedding Scene (uncredited)'], ['Nick Vallelonga', 'Wedding Party Guest (uncredited)'], ['Joe Spinell', ""William 'Willie' Cicci (uncredited)""], ['Conrad Yama', 'Fruit Vendor (uncredited)']]",98%  9.2 (1m),"Crime , Drama",2h 55min,Francis Ford Coppola,"Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge."
Escape Room: Tournament of Champions,/sg/movie/escape-room-tournament-of-champions,MOVIE,5.7,tt9844522,Netflix,http://www.netflix.com/title/81198941,/poster/246433274/{profile}/escape-room-tournament-of-champions.{format},"['KlfUbZJVInA', 'PwMTozb09z0', 'gDmKPqrynaY', 'DFLJ6fxRHoE']","[['Taylor Russell', 'Zoey Davis'], ['Logan Miller', 'Ben Miller'], ['Indya Moore', 'Brianna Collier'], ['Holland Roden', 'Rachel Ellis'], ['Thomas Cocquerel', 'Nathan'], ['Carlito Olivero', 'Theo'], ['James Frain', 'Henry / Puzzlemaker'], ['Isabelle Fuhrman', 'Claire'], ['Deborah Ann Woll', 'Amanda Harper'], ['Tanya van Graan', 'Sonya (uncredited)'], ['Matt Esof', 'Junkie'], ['Jamie-Lee Money', 'Airport Attendant'], ['Wayne Harrison', 'News Reader'], ['Lucy Newman-Williams', 'Therapist'], ['Scott Coker', 'FBI Agent'], ['Avianah Abrahams', 'Young Claire (uncredited)'], ['Corin Silva', 'Ensler (uncredited)'], ['Evan Hengst', 'Technician (uncredited)'], ['Anton David Jeftha', 'Orrie (uncredited)'], ['Jay Erving', '(uncredited)'], ['Jaymes Butler', 'Police Detective (uncredited)'], ['Amali Golden', 'Brunette (uncredited)'], ['Renee Harbek', 'Priscilla (uncredited)'], ['Derek Siow', 'Paramedic Jarrod (uncredited)'], ['Jay Ellis', 'Jason Walker (archive footage)'], ['Tyler Labine', 'Mike Nolan (archive footage)'], ['Nik Dodani', 'Danny Khan (archive footage)'], ['Yorick van Wageningen', 'Games Master WooTan Yu (archive footage)']]",71%  5.7 (43k),"Mystery & Thriller , Horror , Science-Fiction , Action & Adventure",1h 28min,Adam Robitel,"Six people unwittingly find themselves locked in another series of escape rooms, slowly uncovering what they have in common to survive as they discover all the games that they've played before."
Das Boot,/sg/movie/das-boot,MOVIE,8.4,tt0082096,Netflix,http://www.netflix.com/title/319867,/poster/92438716/{profile}/das-boot.{format},"['r37MmBuFoc0', 'nIR_AxOqfSo', 'KhNnU4h1Q50']","[['Jürgen Prochnow', 'Capt.-Lt. Henrich Lehmann-Willenbrock - Der Alte'], ['Herbert Grönemeyer', 'Lt. Werner - Correspondent'], ['Klaus Wennemann', 'Chief Engineer Fritz Grade - Der Leitende-Der LI'], ['Hubertus Bengsch', '1st Lieutenant - Number One-1WO'], ['Martin Semmelrogge', '2nd Lieutenant - 2WO'], ['Bernd Tauber', 'Kriechbaum - Chief Quartermaster-Navigator'], ['Erwin Leder', 'Obermaschinist Johann, „Das Gespenst“'], ['Martin May', 'Fähnrich Ullmann'], ['Heinz Hoenig', 'Funkmaat Hinrich'], ['Uwe Ochsenknecht', 'Chief Bosun'], ['Edwige Pierre', 'Nadine (uncredited)'], ['Claude-Oliver Rudolph', 'Obermaschinist, Ario'], ['Jan Fedder', 'Bootsmaat, Pilgrim'], ['Rita Cadillac', 'Monique'], ['Ralf Richter', 'Frenssen'], ['Joachim Bernhard', 'Preacher'], ['Oliver Stritzel', 'Schwalle'], ['Konrad Becker', 'Bockstiegel'], ['Lutz Schnell', 'Dufte'], ['Martin Hemme', 'Brückenwilli'], ['Otto Sander', 'Kapitänleutnant Phillip Thomsen'], ['Günter Lamprecht', 'Kapitän des Versorgungsschiffs ""Weser""'], ['Günther Franke', 'Erster Offizier der ""WESER""'], ['Jean-Claude Hoffmann', 'Benjamin'], ['Arno Kral', 'Hagen'], ['Helmut Neumeier', 'Schmutt'], ['Wilhelm Pietsch', 'Maschinist Franz'], ['Dirk Salomon', 'Markus'], ['Lothar Zajicek', 'Elektromaschinengast'], ['Sky du Mont', ""Officer Aboard the 'Weser' (uncredited)""], ['Ulrich Günther', 'Erster WO Merkel (uncredited)'], ['Maryline Moulard', 'Françoise (uncredited)'], ['Günter Spörrle', 'Seewald (uncredited)']]",90%  8.4 (248k),"Drama , War & Military , Action & Adventure , History , Mystery & Thriller , Made in Europe",2h 29min,Wolfgang Petersen,"A German submarine hunts allied ships during the Second World War, but it soon becomes the hunted. The crew tries to survive below the surface, while stretching both the boat and themselves to their limits."
Breaking Bad,/sg/tv-show/breaking-bad,SHOW,9.5,tt0903747,Netflix,http://www.netflix.com/title/70143836,/poster/110511366/{profile}/breaking-bad.{format},"['XZ8daibM3AE', 'Kj3QxYnymgI', 'ISw9x9WVihM', 'yp2G586zOEE']","[['Bryan Cranston', 'Walter White'], ['Aaron Paul', 'Jesse Pinkman'], ['Anna Gunn', 'Skyler White'], ['Dean Norris', 'Hank Schrader'], ['Jonathan Banks', 'Mike Ehrmantraut'], ['Bob Odenkirk', 'Saul Goodman'], ['Betsy Brandt', 'Marie Schrader'], ['RJ Mitte', 'Walter White Jr.']]",100%  9.5 (1m),"Drama , Mystery & Thriller , Crime",48min,,"When Walter White, a New Mexico chemistry teacher, is diagnosed with Stage III cancer and given a prognosis of only two years left to live. He becomes filled with a sense of fearlessness and an unrelenting desire to secure his family's financial future at any cost as he enters the dangerous world of drugs and crime."
Kaguya-sama: Love Is War,/sg/tv-show/kaguya-sama-love-is-war,SHOW,8.6,tt9522300,Netflix,http://www.netflix.com/title/81061754,/poster/245232152/{profile}/kaguya-sama-love-is-war.{format},['lTlzDfhPtFA'],"[['Makoto Furukawa', 'Miyuki Shirogane (voice)'], ['Aoi Koga', 'Kaguya Shinomiya (voice)'], ['Konomi Kohara', 'Chika Fujiwara (voice)'], ['Ryota Suzuki', 'Yuu Ishigami (voice)'], ['Miyu Tomita', 'Miko Iino (voice)'], ['Yumiri Hanamori', 'Ai Hayasaka (voice)'], ['Momo Asakura', 'Nagisa Kashiwagi (voice)'], ['Rina Hidaka', 'Kobachi Osaragi (voice)'], ['Taku Yashiro', 'Tsubasa Tanuma (voice)'], ['Kana Ichinose', 'Maki Shijou (voice)'], ['Haruka Fukuhara', 'Tsubame Koyasu (voice)'], ['Yutaka Aoyama', 'Narration (voice)']]",95%  8.6 (12k),"Drama , Animation , Comedy , Romance , Mystery & Thriller",24min,,"Considered a genius due to having the highest grades in the country, Miyuki Shirogane leads the prestigious Shuchiin Academy's student council as its president, working alongside the beautiful and wealthy vice president Kaguya Shinomiya. The two are often regarded as the perfect couple by students despite them not being in any sort of romantic relationship."
The Big Bang Theory,/sg/tv-show/the-big-bang-theory,SHOW,8.2,tt0898266,Netflix,http://www.netflix.com/title/70143830,/poster/20119645/{profile}/the-big-bang-theory.{format},"['WBb3fojgW0Q', '3g2yTcg1QFI', '3vLXy_w_VKg', 'FpGkLzGl1CI']","[['Johnny Galecki', 'Leonard Hofstadter'], ['Jim Parsons', 'Sheldon Cooper'], ['Kaley Cuoco', 'Penny Teller'], ['Simon Helberg', 'Howard Wolowitz'], ['Kunal Nayyar', 'Rajesh Koothrappali'], ['Melissa Rauch', 'Bernadette Rostenkowski'], ['Mayim Bialik', 'Amy Fowler'], ['Kevin Sussman', 'Stuart Bloom']]",89%  8.2 (793k),"Comedy , Romance",20min,,"The sitcom is centered on five characters living in Pasadena, California: roommates Leonard Hofstadter and Sheldon Cooper; Penny, a waitress and aspiring actress who lives across the hall; and Leonard and Sheldon's equally geeky and socially awkward friends and co-workers, mechanical engineer Howard Wolowitz and astrophysicist Raj Koothrappali. The geekiness and intellect of the four guys is contrasted for comic effect with Penny's social skills and common sense."
Alchemy of Souls,/sg/tv-show/alchemy-of-souls,SHOW,8.6,tt20859920,Netflix,http://www.netflix.com/title/81517188,/poster/289753064/{profile}/alchemy-of-souls.{format},"['50kLmhGpt1s', 'nQlgciqK1v4', 'D4XAhpYe32M', 'HntXiL3KSQ4']","[['Lee Jae-wook', 'Jang Uk'], ['Jung So-min', 'Mu-deok'], ['Minhyun', 'Seo Yul'], ['Yu Jun-sang', 'Park Jin'], ['Shin Seung-ho', 'Prince Go Won'], ['Oh Na-ra', 'Kim Do-ju'], ['Jo Jae-yoon', 'Jin Mu'], ['Yoo In-soo', 'Park Dang-gu'], ['Arin', 'Jin Cho-yeon'], ['Park Eun-hye', 'Jin Ho-gyeong'], ['Choi Gwang-il', 'Go Soon'], ['Kim Yong-jin', 'Seo Eui Won'], ['Choi Ji-ho', 'Kil Joo'], ['Ju Seok-tae', 'Jin Woo Tak'], ['Lee Do-gyeong', 'Heo Yeom'], ['Lim Cheol-soo', 'Hemp Master Lee'], ['Hong Seo-hee', 'Heo Yoon Ok'], ['Kang Kyung-hun', 'Seo Ha Sun'], ['Park So-jin', 'Joo Wol'], ['Lee Ha-yul', 'Sang Ho'], ['Jeong Ji-an', 'Soon Yi']]",94%  8.6 (1k),"Action & Adventure , Science-Fiction , Romance , Comedy , Drama , Fantasy",1h 20min,Park Joon-hwa,"A powerful sorceress in a blind woman's body encounters a man from a prestigious family, who wants her help to change his destiny."
A Silent Voice: The Movie,/sg/movie/a-silent-voice,MOVIE,8.1,tt5323662,Netflix,http://www.netflix.com/title/80223226,/poster/25068132/{profile}/a-silent-voice.{format},"['nfK6UgLra7g', 'Klp3kzCM-OA', 'twUSlecQpGQ', 'E7utbHbxDAM']","[['Miyu Irino', 'Shouya Ishida (voice)'], ['Saori Hayami', 'Shouko Nishimiya (voice)'], ['Aoi Yuki', 'Yuzuru Nishimiya (voice)'], ['Kensho Ono', 'Tomohiro Nagatsuka (voice)'], ['Yuki Kaneko', 'Naoka Ueno (voice)'], ['Yui Ishikawa', 'Miyoko Sahara (voice)'], ['Megumi Han', 'Miki Kawai (voice)'], ['Toshiyuki Toyonaga', 'Satoshi Mashiba (voice)'], ['Mayu Matsuoka', 'Shouya Ishida (young) (voice)'], ['Sachiko Kojima', 'Kazuki Shimada (young) (voice)'], ['Hana Takeda', 'Keisuke Hirose (young) (voice)'], ['Fuminori Komatsu', 'Takeuchi-sensei (voice)'], ['Ikuko Tani', 'Ito Nishimiya (voice)'], ['Erena Kamata', 'Maria Ishida (voice)'], ['Ayano Hamaguchi', ""Shouya's sister (voice)""], ['Ryunosuke Watanuki', 'Pedro (voice)'], ['Ryo Nishitani', 'Kazuki Shimada (voice)'], ['Takuya Masumoto', 'Keisuke Hirose (voice)'], ['Satsuki Yukino', 'Miyako Ishida (voice)'], ['Akiko Hiramatsu', 'Yaeko Nishimiya (voice)']]",91%  8.1 (78k),"Drama , Romance , Animation , Kids & Family",2h 9min,Naoko Yamada,"Shouya Ishida starts bullying the new girl in class, Shouko Nishimiya, because she is deaf. But as the teasing continues, the rest of the class starts to turn on Shouya for his lack of compassion. When they leave elementary school, Shouko and Shouya do not speak to each other again... until an older, wiser Shouya, tormented by his past behaviour, decides he must see Shouko once more. He wants to atone for his sins, but is it already too late...?"
After Life,/sg/tv-show/after-life,SHOW,8.4,tt8398600,Netflix,http://www.netflix.com/title/80998491,/poster/113483998/{profile}/after-life.{format},['eIGGKSHMQOM'],"[['Ricky Gervais', 'Tony'], ['Tom Basden', 'Matt'], ['Kerry Godliman', 'Lisa'], ['David Bradley', 'Ray'], ['Joe Wilkinson', 'Pat'], ['Tony Way', 'Lenny'], ['Diane Morgan', 'Kath'], ['Ashley Jensen', 'Emma'], ['Tommy Finnegan', 'George'], ['Jo Hartley', 'June'], ['Penelope Wilton', 'Anne'], ['David Earl', 'Brian'], ['Ethan Lawrence', 'James'], ['Michelle Greenidge', 'Valerie'], ['Kath Hughes', 'Coleen']]",88%  8.4 (131k),"Drama , Comedy",28min,,"Tony had a perfect life. But after his wife Lisa suddenly dies, Tony changes. After contemplating taking his own life, he decides instead to live long enough to punish the world by saying and doing whatever he likes from now on."
